Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng,SO2
Italy,Asti,59,Moderate,1,Good,34,Good,3,Good,59,Moderate,44.9,8.2069,1
Mexico,Atenco,198,Unhealthy,4,Good,3,Good,18,Good,198,Unhealthy,19.5167,-98.9167,7
United States of America,Auburndale,63,Moderate,1,Good,5,Good,20,Good,63,Moderate,28.0963,-81.8012,1
Brazil,Terra Rica,60,Moderate,1,Good,10,Good,2,Good,60,Moderate,-22.7089,-52.6169,1
United Kingdom of Great Britain and Northern Ireland,Thatcham,28,Good,1,Good,28,Good,5,Good,26,Good,51.405,-1.264,1
United States of America,The Crossings,64,Moderate,1,Good,18,Good,11,Good,64,Moderate,25.6708,-80.4018,1
New Zealand,Tokoroa,18,Good,0,Good,9,Good,2,Good,18,Good,-38.2167,175.8667,0
France,Tourcoing,46,Good,1,Good,36,Good,2,Good,46,Good,50.7239,3.1612,2
Brazil,Ubatuba,50,Good,1,Good,12,Good,2,Good,50,Good,-23.4339,-45.0708,1
United Kingdom of Great Britain and Northern Ireland,Kingsteignton,38,Good,1,Good,32,Good,1,Good,38,Good,50.5458,-3.5962,2
Japan,Koganei,84,Moderate,2,Good,24,Good,18,Good,84,Moderate,35.6995,139.503,7
Russian Federation,Krasnogorskiy,35,Good,1,Good,35,Good,1,Good,12,Good,41.1542,69.6697,1
Japan,Kudamatsu,59,Moderate,1,Good,51,Moderate,3,Good,59,Moderate,34.0167,131.8667,7
Malaysia,Labuan,25,Good,2,Good,25,Good,0,Good,18,Good,5.3,115.22,1
United States of America,Lackawanna,41,Good,1,Good,33,Good,1,Good,41,Good,42.8182,-78.8325,1
Brazil,Lagoa Santa,45,Good,1,Good,22,Good,0,Good,45,Good,-19.6269,-43.89,4
Japan,Akabira,52,Moderate,1,Good,28,Good,4,Good,52,Moderate,43.5581,142.0442,1
Mexico,Motul,57,Moderate,1,Good,27,Good,0,Good,57,Moderate,21.1667,-89.4667,0
United States of America,Mustang,57,Moderate,1,Good,46,Good,1,Good,57,Moderate,35.3917,-97.7246,1
Kenya,Nakuru,84,Moderate,2,Good,12,Good,1,Good,84,Moderate,-0.3,36.0667,0
India,Diamond Harbour,156,Unhealthy,4,Good,15,Good,11,Good,156,Unhealthy,22.191,88.1905,10
United States of America,Elmont,57,Moderate,1,Good,46,Good,4,Good,57,Moderate,40.7033,-73.7078,3
United States of America,Hinesville,65,Moderate,1,Good,29,Good,3,Good,65,Moderate,31.8248,-81.6137,1
United States of America,Inkster,154,Unhealthy,4,Good,7,Good,26,Good,154,Unhealthy,42.2935,-83.3148,3
Mexico,Eldorado,88,Moderate,2,Good,12,Good,3,Good,88,Moderate,-26.4,-54.6333,2
Mexico,Eldorado,88,Moderate,2,Good,12,Good,3,Good,88,Moderate,-24.52,-48.1081,1
Mexico,Eldorado,88,Moderate,2,Good,12,Good,3,Good,88,Moderate,-23.7869,-54.2839,1
United States of America,Kernersville,70,Moderate,2,Good,11,Good,16,Good,70,Moderate,36.1065,-80.0842,5
United States of America,Kennesaw,65,Moderate,2,Good,34,Good,9,Good,65,Moderate,34.026,-84.6177,3
Germany,Unterhaching,33,Good,0,Good,29,Good,1,Good,33,Good,48.0658,11.61,1
Mexico,Valladolid,42,Good,1,Good,23,Good,0,Good,42,Good,41.6528,-4.7236,1
Mexico,Valladolid,42,Good,1,Good,23,Good,0,Good,42,Good,20.6894,-88.2017,0
Mexico,Valladolid,42,Good,1,Good,23,Good,0,Good,42,Good,10.4667,122.8333,1
Germany,Varel,32,Good,1,Good,32,Good,3,Good,27,Good,53.3969,8.1361,1
United States of America,Vero Beach,43,Good,1,Good,19,Good,6,Good,43,Good,27.6463,-80.393,2
United States of America,Thomasville,61,Moderate,2,Good,30,Good,8,Good,61,Moderate,35.8813,-80.0807,1
United States of America,Thomasville,61,Moderate,2,Good,30,Good,8,Good,61,Moderate,30.8394,-83.9782,3
France,Troyes,30,Good,1,Good,25,Good,1,Good,30,Good,48.2997,4.0792,0
Spain,Tudela,35,Good,0,Good,35,Good,0,Good,19,Good,42.0653,-1.6067,1
Spain,Tudela,35,Good,0,Good,35,Good,0,Good,19,Good,8.2472,123.8424,1
Spain,Tudela,35,Good,0,Good,35,Good,0,Good,19,Good,10.636,124.47,1
Russian Federation,Vyazemskiy,32,Good,1,Good,32,Good,0,Good,29,Good,47.525,134.7572,0
United States of America,Laguna Woods,64,Moderate,2,Good,14,Good,19,Good,64,Moderate,33.6099,-117.7299,3
United States of America,Las Cruces,56,Moderate,1,Good,12,Good,9,Good,56,Moderate,32.3265,-106.7893,1
United States of America,Levelland,63,Moderate,1,Good,33,Good,1,Good,63,Moderate,33.5806,-102.3635,1
China,Lianzhou,115,Unhealthy,3,Good,40,Good,2,Good,115,Unhealthy for Sensitive Groups,24.7868,112.3735,12
Democratic Republic of the Congo,Likasi,53,Moderate,1,Good,22,Good,0,Good,53,Moderate,-10.9833,26.7333,1
Uganda,Lira,61,Moderate,2,Good,27,Good,0,Good,61,Moderate,2.2472,32.9,1
New Zealand,Lower Hutt,65,Moderate,0,Good,27,Good,0,Good,65,Moderate,-41.2167,174.9167,2
Poland,Lubsko,43,Good,1,Good,26,Good,3,Good,43,Good,51.8,14.9667,1
United Kingdom of Great Britain and Northern Ireland,Macclesfield,38,Good,1,Good,30,Good,3,Good,38,Good,53.25,-2.13,1
Russian Federation,Makhachkala,48,Good,1,Good,40,Good,0,Good,48,Good,42.9833,47.4833,1
Japan,Chigasaki,45,Good,1,Good,37,Good,4,Good,45,Good,35.3333,139.4,5
C̫te d'Ivoire,Bongouanou,73,Moderate,1,Good,15,Good,0,Good,73,Moderate,6.65,-4.2,0
Ukraine,Boyarka,58,Moderate,1,Good,39,Good,2,Good,58,Moderate,70.767,97.5,1
Ukraine,Boyarka,58,Moderate,1,Good,39,Good,2,Good,58,Moderate,50.3292,30.2886,1
United States of America,Branford,70,Moderate,1,Good,46,Good,5,Good,70,Moderate,41.2843,-72.7979,4
Saudi Arabia,Buraydah,144,Unhealthy,1,Good,53,Moderate,0,Good,144,Unhealthy for Sensitive Groups,26.3333,43.9667,5
Uganda,Busembatia,102,Unhealthy,6,Good,30,Good,2,Good,102,Unhealthy for Sensitive Groups,0.775,33.625,1
Brazil,Cardoso,56,Moderate,1,Good,8,Good,1,Good,56,Moderate,-20.0819,-49.9139,1
United States of America,Centereach,74,Moderate,2,Good,40,Good,10,Good,74,Moderate,40.8681,-73.0821,2
Philippines,Kiamba,16,Good,0,Good,16,Good,0,Good,13,Good,5.9833,124.6167,1
Russian Federation,Klintsy,48,Good,1,Good,32,Good,0,Good,48,Good,52.75,32.2333,1
Germany,Korb,30,Good,0,Good,30,Good,1,Good,27,Good,48.8417,9.3611,2
Mali,Kangaba,42,Good,1,Good,14,Good,0,Good,42,Good,11.9333,-8.4167,0
Thailand,Kantang,56,Moderate,1,Good,27,Good,0,Good,56,Moderate,7.4067,99.515,4
India,Kesabpur,181,Unhealthy,3,Good,94,Moderate,4,Good,181,Unhealthy,22.97,88.26,4
Russian Federation,Krasnozavodsk,31,Good,1,Good,31,Good,0,Good,30,Good,56.4333,38.2333,1
Japan,Kaminokawa,43,Good,1,Good,43,Good,1,Good,36,Good,36.4393,139.9099,6
Liberia,Gbarnga,21,Good,0,Good,17,Good,0,Good,21,Good,6.998,-9.473,0
United States of America,Encinitas,67,Moderate,2,Good,9,Good,22,Good,67,Moderate,33.0492,-117.261,4
United States of America,Euclid,40,Good,1,Good,40,Good,4,Good,25,Good,41.5903,-81.5188,3
France,Firminy,145,Unhealthy,1,Good,34,Good,1,Good,145,Unhealthy for Sensitive Groups,45.3881,4.2872,0
United States of America,Eloy,59,Moderate,1,Good,21,Good,6,Good,59,Moderate,32.747,-111.5992,1
United States of America,Gahanna,48,Good,1,Good,48,Good,3,Good,42,Good,40.0251,-82.8637,2
United States of America,Haines City,60,Moderate,1,Good,8,Good,17,Good,60,Moderate,28.1102,-81.6157,1
Norway,Halden,46,Good,1,Good,46,Good,1,Good,22,Good,59.1264,11.4828,1
Philippines,Hermosa,54,Moderate,1,Good,26,Good,1,Good,54,Moderate,14.8333,120.5,2
United States of America,Hillsdale,75,Moderate,2,Good,17,Good,19,Good,75,Moderate,41.0074,-74.044,5
India,Indi,131,Unhealthy,1,Good,34,Good,0,Good,131,Unhealthy for Sensitive Groups,17.1773,75.9526,2
Spain,Jaca,49,Good,1,Good,31,Good,0,Good,49,Good,42.55,-0.55,1
Sierra Leone,Kailahun,40,Good,1,Good,17,Good,0,Good,40,Good,8.2772,-10.5739,0
Italy,Frattamaggiore,65,Moderate,2,Good,48,Good,8,Good,65,Moderate,40.9333,14.2833,5
United Kingdom of Great Britain and Northern Ireland,George Town,78,Moderate,1,Good,27,Good,0,Good,78,Moderate,19.2866,-81.3744,1
United Kingdom of Great Britain and Northern Ireland,George Town,78,Moderate,1,Good,27,Good,0,Good,78,Moderate,5.4144,100.3292,0
Indonesia,Singaparna,52,Moderate,1,Good,29,Good,0,Good,52,Moderate,-7.3497,108.1106,1
Ukraine,Slavutych,70,Moderate,1,Good,35,Good,1,Good,70,Moderate,51.5206,30.7569,0
China,Jinsha,207,Unhealthy,7,Good,207,Very Unhealthy,9,Good,170,Unhealthy,23.5287,116.6149,23
Ukraine,Solonytsivka,40,Good,1,Good,40,Good,1,Good,9,Good,49.9942,36.0264,0
Germany,Stollberg,52,Moderate,1,Good,29,Good,3,Good,52,Moderate,50.7083,12.7783,1
United States of America,Lawrenceburg,49,Good,1,Good,19,Good,5,Good,49,Good,38.0332,-84.9031,3
United States of America,Lawrenceburg,49,Good,1,Good,19,Good,5,Good,49,Good,35.2497,-87.3325,2
Germany,Lotte,31,Good,1,Good,29,Good,4,Good,31,Good,52.2764,7.9167,2
Colombia,Maicao,81,Moderate,1,Good,22,Good,1,Good,81,Moderate,11.3778,-72.2389,0
Philippines,Manaoag,84,Moderate,1,Good,26,Good,1,Good,84,Moderate,16.0439,120.4856,2
United States of America,Mauldin,67,Moderate,2,Good,29,Good,8,Good,67,Moderate,34.7821,-82.3032,2
Germany,Meiningen,34,Good,1,Good,27,Good,3,Good,34,Good,50.55,10.4167,2
Ukraine,Kreminna,47,Good,1,Good,37,Good,0,Good,47,Good,49.05,38.2167,0
Chile,La Serena,74,Moderate,3,Good,2,Good,5,Good,74,Moderate,-29.9,-71.25,1
Uganda,Mbale,75,Moderate,2,Good,26,Good,0,Good,75,Moderate,1.0806,34.175,1
Philippines,Montevista,31,Good,1,Good,16,Good,0,Good,31,Good,7.7053,125.9903,1
Spain,Novelda,33,Good,1,Good,33,Good,2,Good,28,Good,38.385,-0.768,2
United States of America,Morro Bay,57,Moderate,1,Good,25,Good,5,Good,57,Moderate,35.3682,-120.8482,1
Thailand,Na Wa,56,Moderate,1,Good,30,Good,0,Good,56,Moderate,17.4692,104.102,4
Serbia,Pristina,86,Moderate,1,Good,47,Good,0,Good,86,Moderate,42.6633,21.1622,2
Sudan,Rabak,51,Moderate,1,Good,20,Good,0,Good,51,Moderate,13.185,32.744,1
Italy,Raffadali,56,Moderate,1,Good,46,Good,0,Good,56,Moderate,37.4047,13.5339,1
Mauritius,Port Louis,39,Good,0,Good,30,Good,0,Good,39,Good,-20.1644,57.5042,0
Germany,Langelsheim,60,Moderate,2,Good,29,Good,6,Good,60,Moderate,51.9381,10.335,2
United States of America,Lansdowne,53,Moderate,1,Good,30,Good,9,Good,53,Moderate,39.9408,-75.276,3
United States of America,Lansdowne,53,Moderate,1,Good,30,Good,9,Good,53,Moderate,39.0844,-77.4839,3
United States of America,Lansdowne,53,Moderate,1,Good,30,Good,9,Good,53,Moderate,39.2365,-76.6659,2
Papua Niugini,Madang,14,Good,0,Good,13,Good,0,Good,14,Good,-5.2167,145.8,0
Netherlands,Lopik,35,Good,1,Good,29,Good,5,Good,35,Good,51.9667,4.95,3
Netherlands,Losser,52,Moderate,1,Good,19,Good,8,Good,52,Moderate,52.2667,7,2
Brazil,Macau,19,Good,0,Good,19,Good,0,Good,15,Good,22.2006,113.5461,4
Brazil,Macau,19,Good,0,Good,19,Good,0,Good,15,Good,-5.115,-36.6339,0
Russian Federation,Kizel,35,Good,1,Good,33,Good,0,Good,35,Good,59.05,57.6667,0
United States of America,Palmetto Estates,63,Moderate,1,Good,19,Good,10,Good,63,Moderate,25.6211,-80.3616,1
Germany,Peiting,59,Moderate,1,Good,36,Good,2,Good,59,Moderate,47.8,10.9333,1
Germany,Wernau,60,Moderate,1,Good,37,Good,2,Good,60,Moderate,48.6886,9.4222,2
United States of America,West Fargo,46,Good,1,Good,33,Good,3,Good,46,Good,46.8573,-96.9057,0
Mali,Nara,164,Unhealthy,1,Good,37,Good,0,Good,164,Unhealthy,34.6844,135.805,2
Mali,Nara,164,Unhealthy,1,Good,37,Good,0,Good,164,Unhealthy,15.18,-7.28,0
Russian Federation,Nazarovo,26,Good,1,Good,26,Good,3,Good,25,Good,56,90.3833,3
India,Nongstoin,74,Moderate,2,Good,19,Good,3,Good,74,Moderate,25.52,91.27,4
United States of America,North Auburn,51,Moderate,1,Good,29,Good,5,Good,51,Moderate,38.9306,-121.082,0
Netherlands,Goes,30,Good,1,Good,30,Good,3,Good,26,Good,51.5,3.8833,2
Brazil,Juquitiba,157,Unhealthy,5,Good,2,Good,18,Good,157,Unhealthy,-23.9319,-47.0686,1
India,Kaithal,144,Unhealthy,2,Good,131,Unhealthy for Sensitive Groups,0,Good,144,Unhealthy for Sensitive Groups,29.8015,76.3998,10
Germany,Kall,58,Moderate,1,Good,37,Good,2,Good,58,Moderate,50.5497,6.5497,2
Sri Lanka,Kalutara,63,Moderate,0,Good,22,Good,0,Good,63,Moderate,6.5869,79.9603,4
Russian Federation,Irkutsk,35,Good,1,Good,35,Good,1,Good,33,Good,52.2833,104.2833,2
South Africa,Glencoe,139,Unhealthy,3,Good,7,Good,10,Good,139,Unhealthy for Sensitive Groups,-28.1833,30.15,2
South Africa,Glencoe,139,Unhealthy,3,Good,7,Good,10,Good,139,Unhealthy for Sensitive Groups,-46.1833,168.6833,1
South Africa,Glencoe,139,Unhealthy,3,Good,7,Good,10,Good,139,Unhealthy for Sensitive Groups,42.1347,-87.7641,0
Germany,Langenzenn,56,Moderate,1,Good,37,Good,4,Good,56,Moderate,49.4944,10.7947,1
Austria,Leonding,56,Moderate,1,Good,45,Good,1,Good,56,Moderate,48.2792,14.2528,1
Russian Federation,Luza,35,Good,1,Good,35,Good,0,Good,35,Good,60.65,47.2833,0
India,Meghraj,175,Unhealthy,1,Good,37,Good,0,Good,175,Unhealthy,23.5,73.5,5
Somalia,Mogadishu,31,Good,0,Good,19,Good,0,Good,31,Good,2.0392,45.3419,0
Kenya,Mwingi,23,Good,1,Good,23,Good,0,Good,23,Good,-0.9333,38.05,1
Thailand,Sai Buri,60,Moderate,1,Good,34,Good,0,Good,60,Moderate,6.7012,101.6181,0
Brazil,Rio Piracicaba,92,Moderate,3,Good,0,Good,7,Good,92,Moderate,-19.9289,-43.1739,1
Thailand,Satun,72,Moderate,2,Good,72,Moderate,0,Good,71,Moderate,6.6147,100.0681,4
Brazil,Seara,39,Good,1,Good,17,Good,0,Good,39,Good,-27.1489,-52.3108,1
Iran (Islamic Republic of),Yazd,155,Unhealthy,1,Good,54,Moderate,0,Good,155,Unhealthy,31.8822,54.3397,1
United States of America,Yuba City,57,Moderate,1,Good,31,Good,8,Good,57,Moderate,39.1357,-121.6383,3
United States of America,Zanesville,75,Moderate,2,Good,36,Good,10,Good,75,Moderate,39.9565,-82.0132,4
Senegal,Ziguinchor,153,Unhealthy,1,Good,25,Good,1,Good,153,Unhealthy,12.5833,-16.2667,0
Ukraine,Zolochiv,50,Good,1,Good,37,Good,0,Good,50,Good,49.8075,24.9031,1
United States of America,Glenn Dale,52,Moderate,1,Good,52,Moderate,1,Good,39,Good,38.9833,-76.804,4
Russian Federation,Goryachiy Klyuch,39,Good,1,Good,39,Good,2,Good,37,Good,44.6333,39.1333,1
United States of America,Guilford,65,Moderate,2,Good,38,Good,9,Good,65,Moderate,41.3345,-72.7004,2
United States of America,Guilford,65,Moderate,2,Good,38,Good,9,Good,65,Moderate,39.8811,-77.6012,6
Australia,Gympie,25,Good,0,Good,25,Good,3,Good,17,Good,-26.19,152.6655,0
Japan,Hamada,52,Moderate,1,Good,47,Good,2,Good,52,Moderate,34.9,132.0833,7
United States of America,Haverstraw,51,Moderate,1,Good,44,Good,1,Good,51,Moderate,41.2055,-74.0384,4
Germany,Heidenheim,64,Moderate,1,Good,53,Moderate,0,Good,64,Moderate,48.6761,10.1544,1
United States of America,Jasper,65,Moderate,1,Good,65,Moderate,4,Good,56,Moderate,38.3933,-86.9402,2
United States of America,Jasper,65,Moderate,1,Good,65,Moderate,4,Good,56,Moderate,33.8508,-87.271,2
India,Jaunpur,184,Unhealthy,5,Good,63,Moderate,12,Good,184,Unhealthy,25.73,82.68,12
China,Jining,158,Unhealthy,6,Good,105,Unhealthy for Sensitive Groups,15,Good,158,Unhealthy,35.4,116.5667,16
China,Jining,158,Unhealthy,6,Good,105,Unhealthy for Sensitive Groups,15,Good,158,Unhealthy,41.03,113.08,2
Philippines,Kalamansig,45,Good,1,Good,25,Good,0,Good,45,Good,6.5667,124.05,1
Russian Federation,Kandry,39,Good,1,Good,39,Good,0,Good,8,Good,54.5667,54.1167,1
Finland,Kauhajoki,36,Good,1,Good,36,Good,0,Good,2,Good,62.4319,22.1794,1
Japan,Kawasaki,48,Good,1,Good,48,Good,3,Good,44,Good,35.5167,139.7,5
Japan,Kawasaki,48,Good,1,Good,48,Good,3,Good,44,Good,33.6,130.8149,10
Russian Federation,Kopeysk,34,Good,1,Good,34,Good,1,Good,21,Good,55.1,61.6167,3
Colombia,La Calera,99,Moderate,3,Good,0,Good,8,Good,99,Moderate,-32.7867,-71.1972,1
Colombia,La Calera,99,Moderate,3,Good,0,Good,8,Good,99,Moderate,-31.3439,-64.3353,1
Colombia,La Calera,99,Moderate,3,Good,0,Good,8,Good,99,Moderate,4.7531,-73.92,1
Hungary,Szentes,50,Good,1,Good,44,Good,0,Good,50,Good,46.651,20.258,1
India,Unhel,152,Unhealthy,1,Good,39,Good,0,Good,152,Unhealthy,23.3379,75.5593,2
Nigeria,Uyo,150,Unhealthy,7,Good,22,Good,5,Good,150,Unhealthy,5.05,7.9333,3
France,Valenton,84,Moderate,3,Good,16,Good,10,Good,84,Moderate,48.745,2.4672,1
Denmark,Viborg,34,Good,1,Good,34,Good,3,Good,29,Good,56.4333,9.4,0
Canada,Victoriaville,59,Moderate,1,Good,25,Good,2,Good,59,Moderate,46.05,-71.9667,1
France,Villepinte,79,Moderate,2,Good,19,Good,7,Good,79,Moderate,48.955,2.541,1
South Africa,Villiers,96,Moderate,3,Good,20,Good,3,Good,96,Moderate,-27.0333,28.6,6
United States of America,Waterbury,62,Moderate,2,Good,18,Good,17,Good,62,Moderate,41.5582,-73.0361,1
United States of America,Webb City,44,Good,2,Good,30,Good,4,Good,44,Good,37.1412,-94.4676,3
United States of America,Summerville,46,Good,2,Good,34,Good,5,Good,46,Good,33.0016,-80.1799,1
Japan,Ayase,37,Good,1,Good,37,Good,2,Good,19,Good,35.4333,139.4333,5
Germany,Bad Gandersheim,47,Good,1,Good,36,Good,1,Good,47,Good,51.8719,10.0253,1
Germany,Bergkamen,65,Moderate,2,Good,22,Good,11,Good,65,Moderate,51.6167,7.6333,2
Germany,Blankenburg,55,Moderate,1,Good,37,Good,2,Good,55,Moderate,51.7953,10.9622,1
Central African Republic,Bossangoa,74,Moderate,2,Good,17,Good,0,Good,74,Moderate,6.4833,17.45,0
France,Agde,47,Good,1,Good,47,Good,0,Good,31,Good,43.3108,3.4758,1
South Africa,Aliwal North,82,Moderate,1,Good,0,Good,18,Good,82,Moderate,-30.7,26.7,12
Brazil,Araraquara,63,Moderate,1,Good,23,Good,1,Good,63,Moderate,-21.7939,-48.1758,1
India,Ashoknagar,158,Unhealthy,3,Good,76,Moderate,2,Good,158,Unhealthy,24.58,77.73,8
Germany,Sigmaringen,61,Moderate,1,Good,54,Moderate,0,Good,61,Moderate,48.0867,9.2164,1
Germany,Tettnang,64,Moderate,1,Good,64,Moderate,0,Good,62,Moderate,47.6708,9.5875,1
Mexico,Ticul,60,Moderate,1,Good,24,Good,0,Good,60,Moderate,20.3953,-89.5339,1
Peru,Tumbes,47,Good,1,Good,23,Good,0,Good,47,Good,-3.5708,-80.4597,2
Mongolia,Ulaanbaatar,44,Good,1,Good,30,Good,0,Good,44,Good,47.9203,106.9172,2
United States,Valdez,22,Good,1,Good,22,Good,0,Good,22,Good,1.25,-79,1
United States of America,Spring,29,Good,0,Good,25,Good,1,Good,29,Good,30.0613,-95.383,1
United States of America,Spring,29,Good,0,Good,25,Good,1,Good,29,Good,40.3038,-76.0262,1
Russian Federation,Staryye Atagi,53,Moderate,1,Good,38,Good,2,Good,53,Moderate,43.1126,45.7339,1
Germany,Stelle,43,Good,1,Good,43,Good,0,Good,24,Good,53.3667,10.1167,1
United Kingdom of Great Britain and Northern Ireland,Stranraer,26,Good,1,Good,26,Good,1,Good,23,Good,54.902,-5.027,1
United States of America,Strongsville,53,Moderate,1,Good,39,Good,2,Good,53,Moderate,41.3128,-81.8313,2
Russian Federation,Surazh,40,Good,1,Good,40,Good,0,Good,15,Good,53.0167,32.3833,1
Japan,Taketoyo,90,Moderate,2,Good,27,Good,14,Good,90,Moderate,34.8511,136.9147,14
Philippines,Tanay,120,Unhealthy,2,Good,28,Good,6,Good,120,Unhealthy for Sensitive Groups,14.4972,121.2864,1
Argentina,Tandil,23,Good,0,Good,23,Good,0,Good,23,Good,-37.3167,-59.1333,13
Brazil,Taquarituba,41,Good,1,Good,20,Good,0,Good,41,Good,-23.5328,-49.2439,3
Germany,Schleswig,33,Good,0,Good,33,Good,0,Good,17,Good,54.5181,9.5703,0
Senegal,Sokone,162,Unhealthy,2,Good,17,Good,2,Good,162,Unhealthy,13.8833,-16.3667,1
Spain,Sada,34,Good,1,Good,34,Good,2,Good,22,Good,43.35,-8.25,1
Russian Federation,Sukhoy Log,32,Good,1,Good,30,Good,2,Good,32,Good,56.9167,62.05,0
Japan,Gose,41,Good,1,Good,41,Good,1,Good,33,Good,34.4667,135.7333,6
United Kingdom of Great Britain and Northern Ireland,Helensburgh,38,Good,1,Good,26,Good,2,Good,38,Good,56.0166,-4.7333,1
Netherlands,Hilversum,33,Good,0,Good,33,Good,1,Good,15,Good,52.2333,5.1667,3
Ukraine,Hrebinka,39,Good,1,Good,39,Good,0,Good,13,Good,50.118,32.4396,1
China,Huangyan,178,Unhealthy,3,Good,178,Unhealthy,2,Good,118,Unhealthy for Sensitive Groups,28.65,121.25,18
Brazil,Gandu,21,Good,0,Good,12,Good,1,Good,21,Good,-13.7439,-39.4869,0
United Kingdom of Great Britain and Northern Ireland,Gibraltar,43,Good,1,Good,33,Good,2,Good,43,Good,36.1333,-5.35,1
Brazil,Itatiba,127,Unhealthy,3,Good,5,Good,11,Good,127,Unhealthy for Sensitive Groups,-23.0058,-46.8389,4
Slovenia,Jesenice,70,Moderate,1,Good,25,Good,2,Good,70,Moderate,46.4366,14.0602,2
Slovenia,Jesenice,70,Moderate,1,Good,25,Good,2,Good,70,Moderate,49.9683,14.5136,1
Malaysia,Johor Bahru,107,Unhealthy,1,Good,35,Good,3,Good,107,Unhealthy for Sensitive Groups,1.4556,103.7611,4
Philippines,Kalilangan,43,Good,1,Good,20,Good,0,Good,43,Good,7.7464,124.7475,1
Zambia,Kawambwa,19,Good,0,Good,19,Good,0,Good,16,Good,-9.7914,29.0789,0
United Kingdom of Great Britain and Northern Ireland,Motherwell,32,Good,1,Good,24,Good,4,Good,32,Good,55.7839,-3.9852,1
Australia,Mount Gambier,18,Good,0,Good,18,Good,0,Good,14,Good,-37.8294,140.7828,1
Papua New Guinea,Mount Hagen,11,Good,0,Good,11,Good,0,Good,6,Good,-5.86,144.24,0
Brazil,Natal,24,Good,0,Good,23,Good,0,Good,24,Good,-6.9838,-60.2699,0
Brazil,Natal,24,Good,0,Good,23,Good,0,Good,24,Good,-5.7833,-35.2,0
India,Nawada,155,Unhealthy,3,Good,140,Unhealthy for Sensitive Groups,1,Good,155,Unhealthy,25.5431,85.924,6
United Kingdom of Great Britain and Northern Ireland,Loughton,30,Good,0,Good,30,Good,3,Good,16,Good,51.6494,0.0735,2
Philippines,Magarao,55,Moderate,1,Good,25,Good,0,Good,55,Moderate,13.6619,123.1903,1
South Sudan,Malakal,59,Moderate,1,Good,13,Good,0,Good,59,Moderate,9.55,31.65,0
Spain,Manresa,73,Moderate,1,Good,25,Good,3,Good,73,Moderate,41.7264,1.8292,0
Guatemala,Mazatenango,104,Unhealthy,4,Good,6,Good,14,Good,104,Unhealthy for Sensitive Groups,14.5333,-91.5,3
France,Meudon,67,Moderate,1,Good,23,Good,5,Good,67,Moderate,48.8123,2.2382,2
South Africa,Lichtenburg,107,Unhealthy,3,Good,17,Good,6,Good,107,Unhealthy for Sensitive Groups,-26.15,26.1667,3
Japan,Kumano,29,Good,1,Good,29,Good,1,Good,18,Good,34.3358,132.5847,6
Japan,Kumano,29,Good,1,Good,29,Good,1,Good,18,Good,33.8886,136.1002,6
Uganda,Kyenjojo,61,Moderate,2,Good,15,Good,0,Good,61,Moderate,0.61,30.6442,0
Italy,Pianezza,152,Unhealthy,4,Good,17,Good,6,Good,152,Unhealthy,45.1058,7.5434,1
Germany,Pulheim,52,Moderate,1,Good,36,Good,2,Good,52,Moderate,51,6.8,2
Germany,Rheinfelden,52,Moderate,1,Good,31,Good,3,Good,52,Moderate,47.55,7.8,1
United States of America,Paragould,59,Moderate,1,Good,35,Good,3,Good,59,Moderate,36.0555,-90.5149,3
Italy,Olbia,45,Good,1,Good,29,Good,5,Good,45,Good,40.9167,9.5,2
Finland,Kuopio,33,Good,1,Good,33,Good,0,Good,3,Good,62.8925,27.6783,1
France,Le Pecq,71,Moderate,1,Good,43,Good,2,Good,71,Moderate,48.8967,2.1061,2
Russian Federation,Lebedyan,39,Good,1,Good,39,Good,0,Good,14,Good,53.0167,39.15,1
